reaction,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.40_V,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.41_P,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_P,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S
URAt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URDGLYCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UREAtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UREAtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URItex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USHD,5.94488888888889e-07,6.485333333333329e-07,1.0808888888888891e-06,1.1349333333333335e-06,1.1349333333333333e-06,1.188977777777777e-06,1.4051555555555566e-06,1.4051555555555555e-06,1.6213333333333335e-06,1.6753777777777779e-06,1.6753777777777779e-06,1.8915555555555558e-06,1.9456e-06,2.1617777777777782e-06,2.1617777777777782e-06,2.215822222222222e-06,2.2698666666666667e-06,2.377955555555556e-06,2.486044444444445e-06,2.486044444444445e-06,2.5400888888888886e-06,2.5400888888888886e-06,2.648177777777778e-06,2.7022222222222226e-06,2.7562666666666668e-06,2.972444444444445e-06,2.972444444444445e-06,3.1345777777777776e-06,3.4048e-06,3.512888888888889e-06,3.566933333333334e-06
VALTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALTRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPAMTr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WCOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X5PL3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XANt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XANtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XANtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XMPtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XTSNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XTSNt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XTSNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLUt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLUtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XYLtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZN2abcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZN2t3pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZN2tpp,1.0419444444444444e-08,1.1366666666666668e-08,1.8944444444444444e-08,1.9891666666666668e-08,1.9891666666666668e-08,2.0838888888888888e-08,2.462777777777778e-08,2.462777777777778e-08,2.841666666666667e-08,2.936388888888889e-08,2.936388888888889e-08,3.315277777777778e-08,3.41e-08,3.788888888888889e-08,3.788888888888889e-08,3.8836111111111105e-08,3.9783333333333336e-08,4.1677777777777776e-08,4.357222222222222e-08,4.357222222222222e-08,4.451944444444444e-08,4.451944444444444e-08,4.641388888888889e-08,4.736111111111111e-08,4.8308333333333334e-08,5.209722222222222e-08,5.209722222222222e-08,5.4938888888888886e-08,5.9675e-08,6.156944444444444e-08,6.251666666666666e-08
ZNabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zn2tex,1.0419444444444444e-08,1.1366666666666668e-08,1.8944444444444444e-08,1.9891666666666668e-08,1.9891666666666668e-08,2.0838888888888888e-08,2.462777777777778e-08,2.462777777777778e-08,2.841666666666667e-08,2.936388888888889e-08,2.936388888888889e-08,3.315277777777778e-08,3.41e-08,3.788888888888889e-08,3.788888888888889e-08,3.8836111111111105e-08,3.9783333333333336e-08,4.1677777777777776e-08,4.357222222222222e-08,4.357222222222222e-08,4.451944444444444e-08,4.451944444444444e-08,4.641388888888889e-08,4.736111111111111e-08,4.8308333333333334e-08,5.209722222222222e-08,5.209722222222222e-08,5.4938888888888886e-08,5.9675e-08,6.156944444444444e-08,6.251666666666666e-08
EX_ca2_e_reverse,1.5904166666666666e-07,1.735e-07,2.8916666666666667e-07,3.03625e-07,3.03625e-07,3.1808333333333327e-07,3.7591666666666673e-07,3.7591666666666673e-07,4.3375000000000003e-07,4.4820833333333335e-07,4.4820833333333335e-07,5.060416666666667e-07,5.204999999999999e-07,5.783333333333333e-07,5.783333333333333e-07,5.927916666666667e-07,6.072500000000001e-07,6.361666666666665e-07,6.650833333333333e-07,6.650833333333333e-07,6.795416666666667e-07,6.795416666666667e-07,7.084583333333333e-07,7.229166666666666e-07,7.373750000000001e-07,7.952083333333334e-07,7.952083333333334e-07,8.385833333333334e-07,9.108750000000001e-07,9.397916666666667e-07,9.542500000000002e-07
EX_cbl1_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e_reverse,1.5904166666666666e-07,1.735e-07,2.8916666666666667e-07,3.03625e-07,3.03625e-07,3.1808333333333327e-07,3.7591666666666673e-07,3.7591666666666673e-07,4.3375000000000003e-07,4.4820833333333335e-07,4.4820833333333335e-07,5.060416666666667e-07,5.204999999999999e-07,5.783333333333333e-07,5.783333333333333e-07,5.927916666666667e-07,6.072500000000001e-07,6.361666666666665e-07,6.650833333333333e-07,6.650833333333333e-07,6.795416666666667e-07,6.795416666666667e-07,7.084583333333333e-07,7.229166666666666e-07,7.373750000000001e-07,7.952083333333334e-07,7.952083333333334e-07,8.385833333333334e-07,9.108750000000001e-07,9.397916666666667e-07,9.542500000000002e-07
EX_co2_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cobalt2_e_reverse,7.63888888888889e-10,8.333333333333334e-10,1.388888888888889e-09,1.4583333333333332e-09,1.4583333333333332e-09,1.5277777777777782e-09,1.8055555555555555e-09,1.8055555555555555e-09,2.083333333333333e-09,2.1527777777777778e-09,2.1527777777777778e-09,2.4305555555555553e-09,2.5e-09,2.777777777777778e-09,2.777777777777778e-09,2.8472222222222224e-09,2.9166666666666663e-09,3.0555555555555555e-09,3.1944444444444455e-09,3.1944444444444455e-09,3.2638888888888886e-09,3.2638888888888886e-09,3.4027777777777778e-09,3.4722222222222226e-09,3.5416666666666678e-09,3.819444444444445e-09,3.819444444444445e-09,4.027777777777777e-09,4.375e-09,4.513888888888889e-09,4.583333333333334e-09
EX_cu2_e_reverse,2.166388888888889e-08,2.363333333333333e-08,3.938888888888889e-08,4.135833333333334e-08,4.135833333333334e-08,4.332777777777778e-08,5.120555555555555e-08,5.120555555555555e-08,5.9083333333333316e-08,6.10527777777778e-08,6.10527777777778e-08,6.893055555555554e-08,7.09e-08,7.877777777777778e-08,7.877777777777778e-08,8.074722222222218e-08,8.271666666666668e-08,8.665555555555556e-08,9.059444444444444e-08,9.059444444444444e-08,9.256388888888884e-08,9.256388888888884e-08,9.650277777777777e-08,9.847222222222221e-08,1.004416666666667e-07,1.0831944444444445e-07,1.0831944444444445e-07,1.1422777777777774e-07,1.2407499999999998e-07,1.2801388888888888e-07,1.2998333333333335e-07
EX_fe2_e_reverse,4.907527777777779e-07,5.353666666666667e-07,8.922777777777778e-07,9.368916666666663e-07,9.368916666666663e-07,9.815055555555558e-07,1.1599611111111112e-06,1.1599611111111112e-06,1.3384166666666665e-06,1.3830305555555555e-06,1.3830305555555555e-06,1.5614861111111107e-06,1.6061000000000002e-06,1.7845555555555556e-06,1.7845555555555556e-06,1.8291694444444447e-06,1.8737833333333326e-06,1.9630111111111115e-06,2.0522388888888883e-06,2.0522388888888883e-06,2.0968527777777773e-06,2.0968527777777773e-06,2.1860805555555554e-06,2.230694444444445e-06,2.275308333333333e-06,2.4537638888888886e-06,2.4537638888888886e-06,2.587605555555556e-06,2.810675e-06,2.899902777777777e-06,2.9445166666666666e-06
EX_fe3_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glc_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007733865129050998,0.0008867600789930556,0.00014288124829282126,0.0,0.0,0.00015404265034721956,0.0,0.0007546957159704463,0.0,0.0009899964529671709,0.0009674874625578685,0.0,0.0,0.00017047578888888644,0.0,0.0,0.0,0.0,0.0,0.0015953448670428232,0.0,0.0,0.0,0.0
EX_h_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2o_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_k_e_reverse,5.964230555555556e-06,6.506433333333333e-06,1.084405555555556e-05,1.1386258333333333e-05,1.1386258333333333e-05,1.1928461111111112e-05,1.4097272222222224e-05,1.4097272222222224e-05,1.6266083333333333e-05,1.680828611111111e-05,1.680828611111111e-05,1.897709722222222e-05,1.9519299999999998e-05,2.1688111111111116e-05,2.1688111111111116e-05,2.223031388888889e-05,2.2772516666666666e-05,2.3856922222222223e-05,2.494132777777778e-05,2.494132777777778e-05,2.5483530555555557e-05,2.5483530555555557e-05,2.656793611111111e-05,2.711013888888889e-05,2.7652341666666665e-05,2.9821152777777775e-05,2.9821152777777775e-05,3.144776111111111e-05,3.4158775e-05,3.5243180555555554e-05,3.578538333333334e-05
EX_mg2_e_reverse,2.6506944444444446e-07,2.8916666666666667e-07,4.819444444444445e-07,5.060416666666667e-07,5.060416666666667e-07,5.301388888888889e-07,6.265277777777779e-07,6.265277777777779e-07,7.229166666666666e-07,7.470138888888889e-07,7.470138888888889e-07,8.434027777777778e-07,8.675e-07,9.63888888888889e-07,9.63888888888889e-07,9.87986111111111e-07,1.0120833333333333e-06,1.0602777777777778e-06,1.1084722222222224e-06,1.1084722222222224e-06,1.1325694444444444e-06,1.1325694444444444e-06,1.180763888888889e-06,1.2048611111111112e-06,1.2289583333333335e-06,1.3253472222222223e-06,1.3253472222222223e-06,1.397638888888889e-06,1.5181250000000002e-06,1.5663194444444445e-06,1.5904166666666668e-06
EX_mn2_e_reverse,2.111388888888889e-08,2.3033333333333334e-08,3.8388888888888886e-08,4.0308333333333335e-08,4.0308333333333335e-08,4.222777777777778e-08,4.9905555555555554e-08,4.9905555555555554e-08,5.758333333333333e-08,5.950277777777778e-08,5.950277777777778e-08,6.718055555555555e-08,6.91e-08,7.677777777777777e-08,7.677777777777777e-08,7.869722222222222e-08,8.061666666666667e-08,8.445555555555556e-08,8.829444444444444e-08,8.829444444444444e-08,9.021388888888889e-08,9.021388888888889e-08,9.405277777777777e-08,9.597222222222222e-08,9.789166666666667e-08,1.0556944444444447e-07,1.0556944444444447e-07,1.1132777777777777e-07,1.20925e-07,1.2476388888888888e-07,1.2668333333333334e-07
EX_mobd_e_reverse,3.941666666666666e-09,4.299999999999998e-09,7.166666666666667e-09,7.525e-09,7.525e-09,7.883333333333333e-09,9.316666666666667e-09,9.316666666666667e-09,1.0749999999999995e-08,1.1108333333333334e-08,1.1108333333333334e-08,1.2541666666666663e-08,1.2900000000000001e-08,1.4333333333333334e-08,1.4333333333333334e-08,1.4691666666666666e-08,1.505e-08,1.5766666666666666e-08,1.6483333333333332e-08,1.6483333333333332e-08,1.6841666666666667e-08,1.6841666666666667e-08,1.7558333333333333e-08,1.7916666666666665e-08,1.8274999999999997e-08,1.9708333333333333e-08,1.9708333333333333e-08,2.078333333333333e-08,2.2574999999999995e-08,2.329166666666667e-08,2.3650000000000003e-08
EX_na1_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nh4_e_reverse,0.00033002517777777396,0.00036002746666667206,0.0006000457777777757,0.0006300480666666699,0.0006300480666666647,0.0006600503555555472,0.0007800595111111366,0.000780059511111129,0.0009000686666666677,0.0009300709555555482,0.0009300709555555538,0.0010500801111111098,0.0010800823999999947,0.001200091555555549,0.0012000915555555524,0.0012300938444444523,0.0012600961333333268,0.0013201007111111039,0.0013801052888889008,4.035400665509482e-05,0.0014101075777777652,0.0014101075777777775,0.0014701121555555697,0.0015001144444444603,0.0015301167333333665,0.0016501258888888793,0.001650125888888884,0.0017401327555555519,0.0018901441999999921,0.0019501487777777713,0.0019801510666666603
EX_ni2_e_reverse,9.869444444444444e-09,1.0766666666666667e-08,1.794444444444444e-08,1.8841666666666665e-08,1.8841666666666665e-08,1.9738888888888888e-08,2.332777777777778e-08,2.332777777777778e-08,2.691666666666667e-08,2.781388888888889e-08,2.781388888888889e-08,3.140277777777777e-08,3.23e-08,3.588888888888888e-08,3.588888888888888e-08,3.6786111111111104e-08,3.7683333333333337e-08,3.9477777777777776e-08,4.127222222222222e-08,4.127222222222222e-08,4.216944444444444e-08,4.216944444444444e-08,4.396388888888889e-08,4.486111111111111e-08,4.5758333333333334e-08,4.934722222222223e-08,4.934722222222223e-08,5.203888888888889e-08,5.6525e-08,5.8319444444444444e-08,5.9216666666666664e-08
EX_o2_e_reverse,0.0007343530515624974,0.000781226056250004,0.001156210093749999,0.0012030830984375033,0.0012030830984374984,0.0012499561031249944,0.00143744812187502,0.0014374481218750144,0.0016249401406250009,0.0016718131453124948,0.0016718131453124993,0.0018593051640624987,0.0019061781687499948,0.0020936701874999953,0.0023147938513782265,0.0021405431921875068,0.0019126410306818144,0.0024745693281249944,0.0023749082156250085,0.0023718898489583345,0.002492748441062237,0.0024217812203125,0.0025155272296875078,0.002562400234375013,0.0026092732390625246,0.0027967652578124976,0.0027967652578125006,0.002937384271874998,0.003171749295312491,0.0032654953046874933,0.003312368309374997
EX_pi_e_reverse,2.9474836111109587e-05,3.2154366666670446e-05,5.3590611111111625e-05,5.627014166667e-05,5.627014166666789e-05,5.894967222221961e-05,6.966779444445965e-05,6.966779444445552e-05,8.038591666666693e-05,8.306544722222074e-05,8.306544722222235e-05,9.378356944444592e-05,9.646309999999535e-05,0.00010718122222222287,0.00010718122222217612,0.0001098607527777848,0.00011254028333333607,0.00011789934444443478,0.00012325840555556418,0.00012325840555555824,0.00012593793611110368,0.00012593793611110862,0.0001312969972222271,0.00013397652777779096,0.0001366560583333534,0.00014737418055554854,0.00014737418055555074,0.0001554127722222144,0.00016881042499999297,0.00017416948611110884,0.00017684901666666525
EX_sel_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_slnt_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e_reverse,7.706416666666671e-06,8.406999999999989e-06,1.4011666666666692e-05,1.4712250000000044e-05,1.4712249999999983e-05,1.5412833333333343e-05,1.821516666666673e-05,1.8215166666666695e-05,2.1017499999999895e-05,2.1718083333333365e-05,2.171808333333338e-05,2.452041666666666e-05,2.522099999999991e-05,2.802333333333327e-05,2.8023333333333384e-05,2.872391666666667e-05,2.9424500000000026e-05,3.0825666666666686e-05,3.222683333333332e-05,3.22268333333332e-05,3.292741666666662e-05,3.2927416666666744e-05,3.4328583333333406e-05,3.5029166666666626e-05,3.572974999999997e-05,3.85320833333334e-05,3.853208333333352e-05,4.063383333333321e-05,4.4136749999999984e-05,4.553791666666669e-05,4.62384999999998e-05
EX_tungs_e_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e_reverse,1.0419444444444444e-08,1.1366666666666668e-08,1.8944444444444444e-08,1.9891666666666668e-08,1.9891666666666668e-08,2.0838888888888888e-08,2.462777777777778e-08,2.462777777777778e-08,2.841666666666667e-08,2.936388888888889e-08,2.936388888888889e-08,3.315277777777778e-08,3.41e-08,3.788888888888889e-08,3.788888888888889e-08,3.8836111111111105e-08,3.9783333333333336e-08,4.1677777777777776e-08,4.357222222222222e-08,4.357222222222222e-08,4.451944444444444e-08,4.451944444444444e-08,4.641388888888889e-08,4.736111111111111e-08,4.8308333333333334e-08,5.209722222222222e-08,5.209722222222222e-08,5.4938888888888886e-08,5.9675e-08,6.156944444444444e-08,6.251666666666666e-08
12PPDRtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12PPDRtpp_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
